Sl No,Udise Code,School Name,District Name,Block Name,Type,Management,Category,Class From,Class To,Status,TOT STUDENT(1 TO 12),TOT TEACHER,PS TOT,UPS TOT,SEC TOT,HI SEC TOT,Pre-Primary Availability,No. of Pre-Primary Classes,School Location,Arts Stream,Commerce Stream,Science Stream,Vocational Stream,Other Streams
23766,21130103101,JAGULEI NODAL UPS,JAJPUR-2113,BARCHANA-211301,3-Co-ed,111 - 111-SCHOOLS UNDER S&ME DEPT,2 - Pri. with Up. Primary,1,8,Oper,119,9,74,45,0,0,2 - No,NA,1-Rural,NA,NA,NA,NA,NA
23767,21130105501,JAHNAGIRI  NODAL   H.S,JAJPUR-2113,BARCHANA-211301,3-Co-ed,111 - 111-SCHOOLS UNDER S&ME DEPT,6 - Pr. Up Pr. and Sec. Only,1,10,Oper,158,13,72,43,43,0,2 - No,NA,1-Rural,NA,NA,NA,NA,NA
23768,21130102001,JANAK NODAL U.P. SCHOOL,JAJPUR-2113,BARCHANA-211301,3-Co-ed,111 - 111-SCHOOLS UNDER S&ME DEPT,2 - Pri. with Up. Primary,1,8,Oper,250,7,146,104,0,0,2 - No,NA,1-Rural,NA,NA,NA,NA,NA
23769,21130116303,JAYADURGA NODAL,JAJPUR-2113,BARCHANA-211301,3-Co-ed,111 - 111-SCHOOLS UNDER S&ME DEPT,2 - Pri. with Up. Primary,1,8,Oper,183,6,102,81,0,0,2 - No,NA,1-Rural,NA,NA,NA,NA,NA
23770,21130116302,KALASHRI GOPLAPUR NODAL UPS,JAJPUR-2113,BARCHANA-211301,3-Co-ed,111 - 111-SCHOOLS UNDER S&ME DEPT,2 - Pri. with Up. Primary,1,8,Oper,146,6,48,98,0,0,2 - No,NA,1-Rural,NA,NA,NA,NA,NA
23771,21130116401,KALASHRI UGME,JAJPUR-2113,BARCHANA-211301,3-Co-ed,111 - 111-SCHOOLS UNDER S&ME DEPT,2 - Pri. with Up. Primary,1,8,Oper,107,4,66,41,0,0,2 - No,NA,1-Rural,NA,NA,NA,NA,NA
23772,21130106501,KALINGA NODAL U.P.SCHOOL BANDALO,JAJPUR-2113,BARCHANA-211301,3-Co-ed,111 - 111-SCHOOLS UNDER S&ME DEPT,2 - Pri. with Up. Primary,1,8,Oper,207,10,93,114,0,0,2 - No,NA,1-Rural,NA,NA,NA,NA,NA
23777,21130118102,KULA CHANDIA PROJECT UGUP SCHOOL,JAJPUR-2113,BARCHANA-211301,3-Co-ed,111 - 111-SCHOOLS UNDER S&ME DEPT,2 - Pri. with Up. Primary,1,8,Oper,71,4,50,21,0,0,2 - No,NA,1-Rural,NA,NA,NA,NA,NA
23780,21130115503,LALBAHADUR H.S,JAJPUR-2113,BARCHANA-211301,3-Co-ed,111 - 111-SCHOOLS UNDER S&ME DEPT,6 - Pr. Up Pr. and Sec. Only,1,10,Oper,673,21,154,304,215,0,2 - No,NA,1-Rural,NA,NA,NA,NA,NA
23781,21130110902,LAXMIPRASAD UGME,JAJPUR-2113,BARCHANA-211301,3-Co-ed,111 - 111-SCHOOLS UNDER S&ME DEPT,2 - Pri. with Up. Primary,1,8,Oper,188,6,107,81,0,0,2 - No,NA,1-Rural,NA,NA,NA,NA,NA
23784,21130109903,MAHAKALPADA UG UPS,JAJPUR-2113,BARCHANA-211301,3-Co-ed,111 - 111-SCHOOLS UNDER S&ME DEPT,2 - Pri. with Up. Primary,1,8,Oper,98,5,58,40,0,0,2 - No,NA,1-Rural,NA,NA,NA,NA,NA
23785,21130118702,MANDUKA UGME,JAJPUR-2113,BARCHANA-211301,3-Co-ed,111 - 111-SCHOOLS UNDER S&ME DEPT,2 - Pri. with Up. Primary,1,8,Oper,211,7,138,73,0,0,2 - No,NA,1-Rural,NA,NA,NA,NA,NA
23786,21130107201,MANGARAJAPUR UG U.P.S,JAJPUR-2113,BARCHANA-211301,3-Co-ed,111 - 111-SCHOOLS UNDER S&ME DEPT,2 - Pri. with Up. Primary,1,8,Oper,55,6,32,23,0,0,2 - No,NA,1-Rural,NA,NA,NA,NA,NA
23787,21130123601,MANGARAJPUR UGME,JAJPUR-2113,BARCHANA-211301,3-Co-ed,111 - 111-SCHOOLS UNDER S&ME DEPT,2 - Pri. with Up. Primary,1,8,Oper,137,5,47,90,0,0,2 - No,NA,1-Rural,NA,NA,NA,NA,NA
23789,21130102103,M.V.VIDYAYAN,JAJPUR-2113,BARCHANA-211301,3-Co-ed,111 - 111-SCHOOLS UNDER S&ME DEPT,7 - Upper Pr. and Secondary,6,10,Oper,223,13,0,118,105,0,NA,NA,1-Rural,NA,NA,NA,NA,NA
23791,21130119002,NALIPUR NODAL,JAJPUR-2113,BARCHANA-211301,3-Co-ed,111 - 111-SCHOOLS UNDER S&ME DEPT,2 - Pri. with Up. Primary,1,8,Oper,140,7,87,53,0,0,2 - No,NA,1-Rural,NA,NA,NA,NA,NA
23792,21130114801,NELIA UGME,JAJPUR-2113,BARCHANA-211301,3-Co-ed,111 - 111-SCHOOLS UNDER S&ME DEPT,2 - Pri. with Up. Primary,1,8,Oper,78,5,54,24,0,0,2 - No,NA,1-Rural,NA,NA,NA,NA,NA
23793,21130110702,NIGAMANANDA PRAHLLAD GOVT. HIGH SCHOOL,JAJPUR-2113,BARCHANA-211301,3-Co-ed,111 - 111-SCHOOLS UNDER S&ME DEPT,6 - Pr. Up Pr. and Sec. Only,1,10,Oper,326,15,75,126,125,0,2 - No,NA,1-Rural,NA,NA,NA,NA,NA
23794,21130101601,NILAMBERPUR UGME,JAJPUR-2113,BARCHANA-211301,3-Co-ed,111 - 111-SCHOOLS UNDER S&ME DEPT,2 - Pri. with Up. Primary,1,8,Oper,118,5,58,60,0,0,2 - No,NA,1-Rural,NA,NA,NA,NA,NA
23795,21130124701,NISHIMALA NODAL U.P.,JAJPUR-2113,BARCHANA-211301,3-Co-ed,111 - 111-SCHOOLS UNDER S&ME DEPT,2 - Pri. with Up. Primary,1,8,Oper,78,7,41,37,0,0,2 - No,NA,1-Rural,NA,NA,NA,NA,NA
23799,21130114901,PADMANAVPUR UGME SCHOOL,JAJPUR-2113,BARCHANA-211301,3-Co-ed,111 - 111-SCHOOLS UNDER S&ME DEPT,2 - Pri. with Up. Primary,1,8,Oper,110,8,77,33,0,0,2 - No,NA,1-Rural,NA,NA,NA,NA,NA
23800,21130117401,PANASUAPAL UGME SCHOOL,JAJPUR-2113,BARCHANA-211301,3-Co-ed,111 - 111-SCHOOLS UNDER S&ME DEPT,2 - Pri. with Up. Primary,1,8,Oper,142,6,87,55,0,0,2 - No,NA,1-Rural,NA,NA,NA,NA,NA
23801,21130109801,PANASUDHA U.G.M.E,JAJPUR-2113,BARCHANA-211301,3-Co-ed,111 - 111-SCHOOLS UNDER S&ME DEPT,2 - Pri. with Up. Primary,1,8,Oper,81,5,57,24,0,0,2 - No,NA,1-Rural,NA,NA,NA,NA,NA
23802,21130105101, PANCHAYAT NODAL H.S  ,JAJPUR-2113,BARCHANA-211301,3-Co-ed,111 - 111-SCHOOLS UNDER S&ME DEPT,6 - Pr. Up Pr. and Sec. Only,1,10,Oper,217,14,45,94,78,0,2 - No,NA,1-Rural,NA,NA,NA,NA,NA
23803,21130109904,PARIPALEI UGMES,JAJPUR-2113,BARCHANA-211301,3-Co-ed,111 - 111-SCHOOLS UNDER S&ME DEPT,2 - Pri. with Up. Primary,1,8,Oper,107,6,41,66,0,0,2 - No,NA,1-Rural,NA,NA,NA,NA,NA
23804,21130119101,PATARAJPUR GOVT.  H.S,JAJPUR-2113,BARCHANA-211301,3-Co-ed,111 - 111-SCHOOLS UNDER S&ME DEPT,6 - Pr. Up Pr. and Sec. Only,1,10,Oper,562,21,228,181,153,0,2 - No,NA,1-Rural,NA,NA,NA,NA,NA
23808,21130110703,PATTANAIK NODAL,JAJPUR-2113,BARCHANA-211301,3-Co-ed,111 - 111-SCHOOLS UNDER S&ME DEPT,2 - Pri. with Up. Primary,1,8,Oper,220,10,72,148,0,0,2 - No,NA,1-Rural,NA,NA,NA,NA,NA
23813,21130120403,RAIPUR GOVT. HIGH SCHOOL,JAJPUR-2113,BARCHANA-211301,3-Co-ed,111 - 111-SCHOOLS UNDER S&ME DEPT,6 - Pr. Up Pr. and Sec. Only,1,10,Oper,341,14,35,163,143,0,2 - No,NA,1-Rural,NA,NA,NA,NA,NA
23816,21130106102,RUKUTIPAT UG U.P.S,JAJPUR-2113,BARCHANA-211301,3-Co-ed,111 - 111-SCHOOLS UNDER S&ME DEPT,2 - Pri. with Up. Primary,1,8,Oper,61,4,38,23,0,0,2 - No,NA,1-Rural,NA,NA,NA,NA,NA
23821,21130124801,SANTIPUR NODAL,JAJPUR-2113,BARCHANA-211301,3-Co-ed,111 - 111-SCHOOLS UNDER S&ME DEPT,2 - Pri. with Up. Primary,1,8,Oper,76,5,41,35,0,0,2 - No,NA,1-Rural,NA,NA,NA,NA,NA
23823,21130122501,SATAMANA UG. U.P.S,JAJPUR-2113,BARCHANA-211301,3-Co-ed,111 - 111-SCHOOLS UNDER S&ME DEPT,2 - Pri. with Up. Primary,1,8,Oper,146,5,99,47,0,0,2 - No,NA,1-Rural,NA,NA,NA,NA,NA
23824,21130109702,SIDDHA MAHAPURUSA  H.S,JAJPUR-2113,BARCHANA-211301,3-Co-ed,111 - 111-SCHOOLS UNDER S&ME DEPT,6 - Pr. Up Pr. and Sec. Only,1,10,Oper,424,19,129,179,116,0,2 - No,NA,1-Rural,NA,NA,NA,NA,NA
23825,21130123701,SIHA NODAL,JAJPUR-2113,BARCHANA-211301,3-Co-ed,111 - 111-SCHOOLS UNDER S&ME DEPT,2 - Pri. with Up. Primary,1,8,Oper,137,7,97,40,0,0,2 - No,NA,1-Rural,NA,NA,NA,NA,NA
23826,21130117702,S.N. NODAL,JAJPUR-2113,BARCHANA-211301,3-Co-ed,111 - 111-SCHOOLS UNDER S&ME DEPT,2 - Pri. with Up. Primary,1,8,Oper,105,6,36,69,0,0,2 - No,NA,1-Rural,NA,NA,NA,NA,NA
23829,21130123301,SRIMAA SRI AUROBINDO NODAL UP SCHOOL,JAJPUR-2113,BARCHANA-211301,3-Co-ed,111 - 111-SCHOOLS UNDER S&ME DEPT,2 - Pri. with Up. Primary,1,8,Oper,210,7,100,110,0,0,2 - No,NA,1-Rural,NA,NA,NA,NA,NA
23833,21130116902,SWAPNESWAR NODAL,JAJPUR-2113,BARCHANA-211301,3-Co-ed,111 - 111-SCHOOLS UNDER S&ME DEPT,2 - Pri. with Up. Primary,1,8,Oper,160,6,95,65,0,0,2 - No,NA,1-Rural,NA,NA,NA,NA,NA
23834,21130122801,TALUA BALIKUDA U.G.M.E,JAJPUR-2113,BARCHANA-211301,3-Co-ed,111 - 111-SCHOOLS UNDER S&ME DEPT,2 - Pri. with Up. Primary,1,8,Oper,230,8,140,90,0,0,2 - No,NA,1-Rural,NA,NA,NA,NA,NA
23837,21130110402,UDASAJAMUNA UPS,JAJPUR-2113,BARCHANA-211301,3-Co-ed,111 - 111-SCHOOLS UNDER S&ME DEPT,4 - Upper Primary only,6,8,Oper,48,3,0,48,0,0,NA,NA,1-Rural,NA,NA,NA,NA,NA
23884,21130103801,BADAGUMURI PROJECT UPS,JAJPUR-2113,BARCHANA-211301,3-Co-ed,14 - 14-NEW UPPER PRIMARY SCHOOL (SSA/DPEP),2 - Pri. with Up. Primary,1,8,Oper,104,7,50,54,0,0,2 - No,NA,1-Rural,NA,NA,NA,NA,NA
23885,21130106202,BALIPADIA PROJECT UPS,JAJPUR-2113,BARCHANA-211301,3-Co-ed,14 - 14-NEW UPPER PRIMARY SCHOOL (SSA/DPEP),2 - Pri. with Up. Primary,1,8,Oper,90,4,61,29,0,0,2 - No,NA,1-Rural,NA,NA,NA,NA,NA
23886,21130110601,BANDARESWAR UGUPS,JAJPUR-2113,BARCHANA-211301,3-Co-ed,14 - 14-NEW UPPER PRIMARY SCHOOL (SSA/DPEP),2 - Pri. with Up. Primary,1,8,Oper,74,6,39,35,0,0,2 - No,NA,1-Rural,NA,NA,NA,NA,NA
23887,21130116701,BARANGA PROJECT UPS,JAJPUR-2113,BARCHANA-211301,3-Co-ed,14 - 14-NEW UPPER PRIMARY SCHOOL (SSA/DPEP),2 - Pri. with Up. Primary,1,8,Oper,98,6,46,52,0,0,2 - No,NA,1-Rural,NA,NA,NA,NA,NA
23888,21130120701,BAUNSAMULI PROJECT U.P.S,JAJPUR-2113,BARCHANA-211301,3-Co-ed,14 - 14-NEW UPPER PRIMARY SCHOOL (SSA/DPEP),2 - Pri. with Up. Primary,1,8,Oper,139,6,82,57,0,0,2 - No,NA,1-Rural,NA,NA,NA,NA,NA
23889,21130117301,BHAPUR HARIJANSAHI UG U.P.S.,JAJPUR-2113,BARCHANA-211301,3-Co-ed,14 - 14-NEW UPPER PRIMARY SCHOOL (SSA/DPEP),2 - Pri. with Up. Primary,1,8,Oper,53,3,36,17,0,0,2 - No,NA,1-Rural,NA,NA,NA,NA,NA
23890,21130114001,BIDYADHARPUR PROJECT UPS,JAJPUR-2113,BARCHANA-211301,3-Co-ed,14 - 14-NEW UPPER PRIMARY SCHOOL (SSA/DPEP),2 - Pri. with Up. Primary,1,8,Oper,269,13,155,114,0,0,2 - No,NA,1-Rural,NA,NA,NA,NA,NA
23891,21130112001,GOPINATHAPUR UGUPS,JAJPUR-2113,BARCHANA-211301,3-Co-ed,14 - 14-NEW UPPER PRIMARY SCHOOL (SSA/DPEP),2 - Pri. with Up. Primary,1,8,Oper,66,5,36,30,0,0,2 - No,NA,1-Rural,NA,NA,NA,NA,NA
23892,21130121101,HARINATIKIRI U.G.U.P.S,JAJPUR-2113,BARCHANA-211301,3-Co-ed,14 - 14-NEW UPPER PRIMARY SCHOOL (SSA/DPEP),2 - Pri. with Up. Primary,1,8,Oper,63,4,36,27,0,0,2 - No,NA,1-Rural,NA,NA,NA,NA,NA
23893,21130113606,JHARAKULA URDU UPS,JAJPUR-2113,BARCHANA-211301,3-Co-ed,14 - 14-NEW UPPER PRIMARY SCHOOL (SSA/DPEP),2 - Pri. with Up. Primary,1,8,Oper,233,6,112,121,0,0,2 - No,NA,1-Rural,NA,NA,NA,NA,NA
23894,21130123201,KAMPIRA U.G.U.P SCHOOL,JAJPUR-2113,BARCHANA-211301,3-Co-ed,14 - 14-NEW UPPER PRIMARY SCHOOL (SSA/DPEP),2 - Pri. with Up. Primary,1,8,Oper,59,4,42,17,0,0,2 - No,NA,1-Rural,NA,NA,NA,NA,NA
23895,21130115701,KOLASAHI UGUPS,JAJPUR-2113,BARCHANA-211301,3-Co-ed,14 - 14-NEW UPPER PRIMARY SCHOOL (SSA/DPEP),2 - Pri. with Up. Primary,1,8,Oper,190,6,125,65,0,0,2 - No,NA,1-Rural,NA,NA,NA,NA,NA
23896,21130118203,MAJHIPADA PROJECT UPS,JAJPUR-2113,BARCHANA-211301,3-Co-ed,14 - 14-NEW UPPER PRIMARY SCHOOL (SSA/DPEP),2 - Pri. with Up. Primary,1,8,Oper,79,4,52,27,0,0,2 - No,NA,1-Rural,NA,NA,NA,NA,NA
23897,21130124903,NUA SUNGUDA UGUP,JAJPUR-2113,BARCHANA-211301,3-Co-ed,14 - 14-NEW UPPER PRIMARY SCHOOL (SSA/DPEP),2 - Pri. with Up. Primary,1,8,Oper,167,8,83,84,0,0,2 - No,NA,1-Rural,NA,NA,NA,NA,NA
23898,21130122402,PURNACHANDRAPUR   U.G.U.P.School,JAJPUR-2113,BARCHANA-211301,3-Co-ed,14 - 14-NEW UPPER PRIMARY SCHOOL (SSA/DPEP),2 - Pri. with Up. Primary,1,8,Oper,137,5,73,64,0,0,2 - No,NA,1-Rural,NA,NA,NA,NA,NA
23899,21130112501,SANBANDALO PROJECT UPS,JAJPUR-2113,BARCHANA-211301,3-Co-ed,14 - 14-NEW UPPER PRIMARY SCHOOL (SSA/DPEP),2 - Pri. with Up. Primary,1,8,Oper,25,4,25,0,0,0,2 - No,NA,1-Rural,NA,NA,NA,NA,NA
23900,21130103602,SASANPURUSOTTAMPUR PROJECT UPS,JAJPUR-2113,BARCHANA-211301,3-Co-ed,14 - 14-NEW UPPER PRIMARY SCHOOL (SSA/DPEP),2 - Pri. with Up. Primary,1,8,Oper,199,9,139,60,0,0,2 - No,NA,1-Rural,NA,NA,NA,NA,NA
23901,21130124271,GOVT. SOLAR U.G.PROJECT HIGH SCHOOL,JAJPUR-2113,BARCHANA-211301,3-Co-ed,18 - 18-NEW UGHS UNDER RMSA,6 - Pr. Up Pr. and Sec. Only,1,10,Oper,252,15,107,79,66,0,2 - No,NA,1-Rural,NA,NA,NA,NA,NA
23902,21130109601,"GOVT. U.G.HIGH SCHOOL,NIALI",JAJPUR-2113,BARCHANA-211301,3-Co-ed,18 - 18-NEW UGHS UNDER RMSA,6 - Pr. Up Pr. and Sec. Only,1,10,Oper,206,10,102,53,51,0,1 - Yes,1,1-Rural,NA,NA,NA,NA,NA
23903,21130109501,"GOVT. UGHS, BARAPADA",JAJPUR-2113,BARCHANA-211301,3-Co-ed,18 - 18-NEW UGHS UNDER RMSA,6 - Pr. Up Pr. and Sec. Only,1,10,Oper,176,8,74,57,45,0,2 - No,NA,1-Rural,NA,NA,NA,NA,NA
24016,21130207852,"AJAN NODAL HIGH SCHOOL, MEDUAKULA",JAJPUR-2113,BARI-211302,3-Co-ed,111 - 111-SCHOOLS UNDER S&ME DEPT,7 - Upper Pr. and Secondary,6,10,Oper,102,6,0,57,45,0,NA,NA,1-Rural,NA,NA,NA,NA,NA
24017,21130208402,ALIABAD NODAL,JAJPUR-2113,BARI-211302,3-Co-ed,111 - 111-SCHOOLS UNDER S&ME DEPT,2 - Pri. with Up. Primary,1,8,Oper,114,5,81,33,0,0,2 - No,NA,1-Rural,NA,NA,NA,NA,NA
24018,21130200301,AMRA KANAN SIKHYA NIKETAN,JAJPUR-2113,BARI-211302,3-Co-ed,111 - 111-SCHOOLS UNDER S&ME DEPT,6 - Pr. Up Pr. and Sec. Only,1,10,Oper,367,15,113,145,109,0,2 - No,NA,1-Rural,NA,NA,NA,NA,NA
24019,21130200902,ANGALO GOVT GIRLS H.S,JAJPUR-2113,BARI-211302,2-Girls,111 - 111-SCHOOLS UNDER S&ME DEPT,7 - Upper Pr. and Secondary,6,10,Oper,122,9,0,56,66,0,NA,NA,1-Rural,NA,NA,NA,NA,NA
24020,21130200901,ANGALO  H.S,JAJPUR-2113,BARI-211302,3-Co-ed,111 - 111-SCHOOLS UNDER S&ME DEPT,7 - Upper Pr. and Secondary,6,10,Oper,103,9,0,51,52,0,NA,NA,1-Rural,NA,NA,NA,NA,NA
24023,21130207402,ANIKANA BENJARPUR NODAL UPS,JAJPUR-2113,BARI-211302,3-Co-ed,111 - 111-SCHOOLS UNDER S&ME DEPT,2 - Pri. with Up. Primary,1,8,Oper,91,5,41,50,0,0,2 - No,NA,1-Rural,NA,NA,NA,NA,NA
24026,21130203801,BABA BAIKUNTHA NATH VIDYAPITHA,JAJPUR-2113,BARI-211302,3-Co-ed,111 - 111-SCHOOLS UNDER S&ME DEPT,6 - Pr. Up Pr. and Sec. Only,1,10,Oper,321,9,77,111,133,0,2 - No,NA,1-Rural,NA,NA,NA,NA,NA
24030,21130202501,BALIBIL NODAL U.P,JAJPUR-2113,BARI-211302,3-Co-ed,111 - 111-SCHOOLS UNDER S&ME DEPT,2 - Pri. with Up. Primary,1,8,Oper,186,8,99,87,0,0,2 - No,NA,1-Rural,NA,NA,NA,NA,NA
24033,21130208103,BARI UPS,JAJPUR-2113,BARI-211302,3-Co-ed,111 - 111-SCHOOLS UNDER S&ME DEPT,4 - Upper Primary only,6,8,Oper,147,4,0,147,0,0,NA,NA,1-Rural,NA,NA,NA,NA,NA
24034,21130202902,BARI URDU U.G.M.E,JAJPUR-2113,BARI-211302,3-Co-ed,111 - 111-SCHOOLS UNDER S&ME DEPT,2 - Pri. with Up. Primary,1,8,Oper,222,7,99,123,0,0,2 - No,NA,1-Rural,NA,NA,NA,NA,NA
24035,21130203601,B.B. U.G.M.E,JAJPUR-2113,BARI-211302,3-Co-ed,111 - 111-SCHOOLS UNDER S&ME DEPT,2 - Pri. with Up. Primary,1,8,Oper,61,2,42,19,0,0,2 - No,NA,1-Rural,NA,NA,NA,NA,NA
24037,21130202502,BHAGABATI NODAL UPS,JAJPUR-2113,BARI-211302,3-Co-ed,111 - 111-SCHOOLS UNDER S&ME DEPT,2 - Pri. with Up. Primary,1,8,Oper,32,4,24,8,0,0,2 - No,NA,1-Rural,NA,NA,NA,NA,NA
24038,21130203302,BHANRA PANCHAYAT HS,JAJPUR-2113,BARI-211302,3-Co-ed,111 - 111-SCHOOLS UNDER S&ME DEPT,6 - Pr. Up Pr. and Sec. Only,1,10,Oper,84,7,20,23,41,0,2 - No,NA,1-Rural,NA,NA,NA,NA,NA
24039,21130200701,BHUBANESWARI NODAL UPS,JAJPUR-2113,BARI-211302,3-Co-ed,111 - 111-SCHOOLS UNDER S&ME DEPT,2 - Pri. with Up. Primary,1,8,Oper,105,6,66,39,0,0,2 - No,NA,1-Rural,NA,NA,NA,NA,NA
24040,21130203101,BHURUNGA U.G.M.E,JAJPUR-2113,BARI-211302,3-Co-ed,111 - 111-SCHOOLS UNDER S&ME DEPT,2 - Pri. with Up. Primary,1,8,Oper,127,2,82,45,0,0,1 - Yes,1,1-Rural,NA,NA,NA,NA,NA
24041,21130201601,BIDHAN CHANDRA ACADEMY,JAJPUR-2113,BARI-211302,3-Co-ed,111 - 111-SCHOOLS UNDER S&ME DEPT,7 - Upper Pr. and Secondary,6,10,Oper,571,17,0,261,310,0,NA,NA,1-Rural,NA,NA,NA,NA,NA
24042,21130206801,BILASINI NODAL U.P. SCHOOL SUNDARPUR,JAJPUR-2113,BARI-211302,3-Co-ed,111 - 111-SCHOOLS UNDER S&ME DEPT,2 - Pri. with Up. Primary,1,8,Oper,107,4,79,28,0,0,2 - No,NA,1-Rural,NA,NA,NA,NA,NA
24045,21130201102,BOITALUPATANA NODAL UPS,JAJPUR-2113,BARI-211302,3-Co-ed,111 - 111-SCHOOLS UNDER S&ME DEPT,2 - Pri. with Up. Primary,1,8,Oper,77,4,50,27,0,0,2 - No,NA,1-Rural,NA,NA,NA,NA,NA
24046,21130200101,BRAJABANDHU NODAL UP,JAJPUR-2113,BARI-211302,3-Co-ed,111 - 111-SCHOOLS UNDER S&ME DEPT,2 - Pri. with Up. Primary,1,8,Oper,152,5,96,56,0,0,2 - No,NA,1-Rural,NA,NA,NA,NA,NA
24047,21130208104,CHARIMANIA SUNAMUHI P.S,JAJPUR-2113,BARI-211302,3-Co-ed,111 - 111-SCHOOLS UNDER S&ME DEPT,2 - Pri. with Up. Primary,1,8,Oper,45,2,45,0,0,0,2 - No,NA,1-Rural,NA,NA,NA,NA,NA
24051,21130203201,GAGANESWAR NODAL U.P,JAJPUR-2113,BARI-211302,3-Co-ed,111 - 111-SCHOOLS UNDER S&ME DEPT,2 - Pri. with Up. Primary,1,8,Oper,137,4,74,63,0,0,2 - No,NA,1-Rural,NA,NA,NA,NA,NA
24052,21130201503,GAHAPAL U.G.M.E,JAJPUR-2113,BARI-211302,3-Co-ed,111 - 111-SCHOOLS UNDER S&ME DEPT,2 - Pri. with Up. Primary,1,8,Oper,138,5,86,52,0,0,2 - No,NA,1-Rural,NA,NA,NA,NA,NA
24056,21130200601,"GOPAL CHARAN NODAL,ASALPUR",JAJPUR-2113,BARI-211302,3-Co-ed,111 - 111-SCHOOLS UNDER S&ME DEPT,2 - Pri. with Up. Primary,1,8,Oper,73,5,54,19,0,0,2 - No,NA,1-Rural,NA,NA,NA,NA,NA
24057,21130204501,"GOVT. GIRLS HIGH SCHOOL,DHARPUR",JAJPUR-2113,BARI-211302,2-Girls,111 - 111-SCHOOLS UNDER S&ME DEPT,7 - Upper Pr. and Secondary,6,10,Oper,69,7,0,34,35,0,NA,NA,1-Rural,NA,NA,NA,NA,NA
24058,21130200401,"GOVT. HIGH SCHOOL,RAMACHANDRAPUR",JAJPUR-2113,BARI-211302,3-Co-ed,111 - 111-SCHOOLS UNDER S&ME DEPT,6 - Pr. Up Pr. and Sec. Only,1,10,Oper,237,11,108,73,56,0,2 - No,NA,1-Rural,NA,NA,NA,NA,NA
24060,21130210001,HARIPUR NODAL HIGH SCHOOL,JAJPUR-2113,BARI-211302,3-Co-ed,111 - 111-SCHOOLS UNDER S&ME DEPT,7 - Upper Pr. and Secondary,6,10,Oper,282,9,0,165,117,0,NA,NA,1-Rural,NA,NA,NA,NA,NA
24063,21130205503,ISHANPUR U.G.M.E,JAJPUR-2113,BARI-211302,3-Co-ed,111 - 111-SCHOOLS UNDER S&ME DEPT,2 - Pri. with Up. Primary,1,8,Oper,210,6,81,129,0,0,2 - No,NA,1-Rural,NA,NA,NA,NA,NA
24065,21130206301,JALESWAR BRAHMAPUR NODAL U.P.S,JAJPUR-2113,BARI-211302,3-Co-ed,111 - 111-SCHOOLS UNDER S&ME DEPT,2 - Pri. with Up. Primary,1,8,Oper,212,6,73,139,0,0,2 - No,NA,1-Rural,NA,NA,NA,NA,NA
24067,21130209402,JAMPADA UPS,JAJPUR-2113,BARI-211302,3-Co-ed,111 - 111-SCHOOLS UNDER S&ME DEPT,4 - Upper Primary only,6,8,Oper,48,2,0,48,0,0,NA,NA,1-Rural,NA,NA,NA,NA,NA
24068,21130201202,JAYADURGA GOVT. HIGH SCHOOL,JAJPUR-2113,BARI-211302,3-Co-ed,111 - 111-SCHOOLS UNDER S&ME DEPT,6 - Pr. Up Pr. and Sec. Only,1,10,Oper,276,12,148,60,68,0,2 - No,NA,1-Rural,NA,NA,NA,NA,NA
24070,21130205701,KAIPARA HIGH SCHOOL,JAJPUR-2113,BARI-211302,3-Co-ed,111 - 111-SCHOOLS UNDER S&ME DEPT,7 - Upper Pr. and Secondary,6,10,Oper,333,8,0,177,156,0,NA,NA,1-Rural,NA,NA,NA,NA,NA
24072,21130209503,KALAKHANDA NUPS,JAJPUR-2113,BARI-211302,3-Co-ed,111 - 111-SCHOOLS UNDER S&ME DEPT,2 - Pri. with Up. Primary,1,8,Oper,115,2,86,29,0,0,2 - No,NA,1-Rural,NA,NA,NA,NA,NA
24073,21130205703,KALAMATIA SAHID BIDYAPITHA,JAJPUR-2113,BARI-211302,3-Co-ed,111 - 111-SCHOOLS UNDER S&ME DEPT,4 - Upper Primary only,6,8,Oper,96,4,0,96,0,0,NA,NA,1-Rural,NA,NA,NA,NA,NA
24075,21130203701,KANTIA NODAL U.PS,JAJPUR-2113,BARI-211302,3-Co-ed,111 - 111-SCHOOLS UNDER S&ME DEPT,2 - Pri. with Up. Primary,1,8,Oper,245,4,172,73,0,0,2 - No,NA,1-Rural,NA,NA,NA,NA,NA
24077,21130201901,"K.C.U.G.M.E,RAJAPUR",JAJPUR-2113,BARI-211302,3-Co-ed,111 - 111-SCHOOLS UNDER S&ME DEPT,2 - Pri. with Up. Primary,1,8,Oper,216,4,99,117,0,0,2 - No,NA,1-Rural,NA,NA,NA,NA,NA
24082,21130209601,KUSABAT U.G.M.E,JAJPUR-2113,BARI-211302,3-Co-ed,111 - 111-SCHOOLS UNDER S&ME DEPT,2 - Pri. with Up. Primary,1,8,Oper,110,5,70,40,0,0,2 - No,NA,1-Rural,NA,NA,NA,NA,NA
24083,21130204301,"LALBAHADUR NODAL U.P, RAMPUR",JAJPUR-2113,BARI-211302,3-Co-ed,111 - 111-SCHOOLS UNDER S&ME DEPT,2 - Pri. with Up. Primary,1,8,Oper,78,7,40,38,0,0,2 - No,NA,1-Rural,NA,NA,NA,NA,NA
